,control_1,control_2,control_3,uvc_1,uvc_2,uvc_3
AT5G15533,0,0,0,0,0,0
AT5G15537,62,93,2,96,22,40
AT5G15540,427,666,375,1277,369,389
AT5G15550,61,120,80,699,100,143
AT5G15560,0,0,0,0,0,0
AT5G15570,185,168,79,810,125,91
AT5G15580,216,586,177,551,147,142
AT5G15581,6,111,32,0,0,21
AT5G15600,8,5,0,1,0,0
AT5G15610,263,324,119,788,196,140
AT5G15620,0,0,0,0,0,0
AT5G15630,81,234,104,472,61,144
AT5G15640,100,194,83,749,228,256
AT5G15650,644,812,393,2298,681,704
AT5G15660,3,0,0,0,0,1
AT5G15670,0,0,0,0,1,0
AT5G15680,448,698,317,1164,215,325
AT5G15685,0,0,0,0,0,0
AT5G15690,0,0,0,0,0,0
AT5G15700,134,127,120,333,194,197
AT5G15710,71,107,13,277,34,20
AT5G15720,0,1,0,235,0,0
AT5G15725,0,0,0,0,0,0
AT5G15730,307,233,203,1681,246,334
AT5G15740,78,150,56,118,82,43
AT5G15745,11,18,9,93,0,0
AT5G15750,47,143,63,591,68,187
AT5G15760,49,73,54,0,16,29
AT5G15770,25,44,34,0,16,3
AT5G15780,141,342,34,343,238,185
AT5G15790,62,151,50,160,102,99
AT5G15800,36,8,6,0,0,29
AT5G15802,79,132,62,0,0,49
AT5G15810,287,437,106,510,62,154
AT5G15820,22,55,6,189,4,52
AT5G15830,1,7,1,0,1,0
AT5G15840,105,100,59,103,1,43
AT5G15843,99,72,58,103,1,39
AT5G15850,8,31,48,2,5,20
AT5G15853,0,0,8,0,0,6
AT5G15860,114,92,32,75,0,35
AT5G15870,166,247,153,1381,357,331
AT5G15880,117,196,77,448,0,51
AT5G15890,9,21,12,0,0,1
AT5G15900,2,0,6,0,0,8
AT5G15910,81,101,18,8,4,33
AT5G15920,134,175,39,672,210,113
AT5G15930,90,192,76,578,81,77
AT5G15940,0,0,0,151,18,24
AT5G15950,224,466,354,747,10,104
AT5G15960,0,1,2,365,26,37
AT5G15970,147,300,110,10609,1351,2680
AT5G15980,180,177,65,971,170,205
AT5G16000,485,643,240,82,41,66
AT5G16010,186,350,192,573,6,93
AT5G16020,0,2,0,0,0,0
AT5G16023,0,0,0,0,0,0
AT5G16030,818,1082,659,1826,72,511
AT5G16040,91,73,38,207,30,39
AT5G16050,696,736,508,2033,646,528
AT5G16060,130,151,29,197,68,70
AT5G16070,388,548,189,189,78,120
AT5G16080,12,25,1,1763,331,360
AT5G16090,0,0,0,14,0,3
AT5G16100,0,0,0,0,0,0
AT5G16110,1196,1673,707,1874,585,488
AT5G16120,402,560,375,622,124,191
AT5G16130,777,1284,400,1807,458,604
AT5G16140,46,93,34,1,0,46
AT5G16150,604,1386,452,1506,370,573
AT5G16160,84,151,75,106,59,15
AT5G16170,23,19,11,472,97,258
AT5G16180,271,272,186,340,58,88
AT5G16190,104,111,133,433,125,48
AT5G16200,1,22,8,2,0,8
AT5G16210,284,408,218,826,185,330
AT5G16220,285,415,179,818,131,106
AT5G16230,251,304,195,311,18,70
AT5G16240,16,5,24,0,4,19
AT5G16250,740,694,247,872,130,111
AT5G16260,219,308,153,374,116,80
AT5G16270,715,847,308,1261,359,439
AT5G16280,324,876,188,1111,134,233
AT5G16285,0,0,0,0,0,0
AT5G16290,257,246,105,13,155,55
AT5G16300,288,433,155,702,268,495
AT5G16310,71,122,72,5,3,14
AT5G16320,40,41,31,5,43,23
AT5G16330,0,0,0,0,0,0
AT5G16340,0,1,15,0,0,0
AT5G16350,0,0,0,0,0,0
AT5G16360,19,9,22,139,0,1
AT5G16370,217,224,85,51,57,161
AT5G16380,61,62,14,239,27,26
AT5G16390,556,793,324,1452,236,128
AT5G16400,271,330,138,294,102,242
AT5G16410,32,14,0,73,0,0
AT5G16420,80,44,85,0,1,14
AT5G16430,0,0,0,0,0,0
AT5G16440,235,325,126,80,98,92
AT5G16450,186,290,59,113,119,200
AT5G16453,0,0,0,0,0,0
AT5G16460,1,0,0,0,0,0
AT5G16470,627,951,742,2007,639,813
AT5G16480,39,138,30,488,6,74
AT5G16486,0,0,19,58,0,0
AT5G16490,33,187,120,150,47,33
AT5G16500,0,0,0,0,0,0
AT5G16510,260,182,87,246,214,84
AT5G16520,71,116,8,136,9,24
AT5G16530,5,29,9,0,18,25
AT5G16540,257,192,113,12,11,65
AT5G16550,88,217,115,339,3,74
AT5G16560,71,111,54,92,98,178
AT5G16570,295,324,188,294,7,34
AT5G16580,0,0,0,0,0,0
AT5G16590,555,745,307,255,35,92
AT5G16600,175,198,202,45,14,36
AT5G16610,216,195,122,90,1,2
AT5G16620,625,969,431,428,170,194
AT5G16630,174,129,69,93,44,107
AT5G16640,0,65,12,0,1,0
AT5G16650,268,426,269,150,51,57
AT5G16660,368,617,229,635,22,254
AT5G16680,823,501,304,1205,182,473
AT5G16690,6,44,9,158,61,9
AT5G16700,0,0,0,0,0,0
AT5G16710,489,632,264,641,183,214
AT5G16715,630,896,341,1104,114,63
AT5G16720,512,522,175,962,34,90
AT5G16730,966,1012,389,1131,377,407
AT5G16740,0,0,0,0,0,0
AT5G16750,277,338,89,549,178,168
AT5G16760,403,258,235,1081,276,264
AT5G16770,19,0,0,104,0,0
AT5G16780,631,734,430,1925,260,561
AT5G16790,11,3,0,0,0,20
AT5G16800,167,112,35,963,303,99
AT5G16810,74,82,46,228,0,50
AT5G16820,147,126,29,317,2,41
AT5G16830,158,163,64,779,106,204
AT5G16840,285,368,216,278,151,153
AT5G16850,0,5,3,1,0,0
AT5G16860,2,14,0,2,0,5
AT5G16870,67,49,70,108,0,20
AT5G16880,571,598,276,2229,800,795
AT5G16890,130,138,40,65,1,41
AT5G16900,6,2,1,0,1,0
AT5G16910,254,174,93,236,206,116
AT5G16920,0,0,0,1,0,0
AT5G16930,49,80,65,970,294,141
AT5G16940,10,38,13,130,0,10
AT5G16950,39,56,12,11,16,12
AT5G16960,0,1,0,3,0,4
AT5G16970,352,638,295,163,83,75
AT5G16980,34,115,10,39,0,0
AT5G16990,141,132,73,115,49,45
AT5G17000,214,210,94,331,79,91
AT5G17010,117,185,59,170,114,47
AT5G17020,828,1287,404,1938,720,799
AT5G17030,0,0,0,0,0,0
AT5G17040,0,1,0,0,0,0
AT5G17050,56,79,39,49,67,40
AT5G17060,47,58,18,222,10,58
AT5G17070,77,162,57,96,22,1
AT5G17080,0,0,1,0,0,1
AT5G17090,0,0,0,0,0,0
AT5G17100,0,0,0,0,0,0
AT5G17110,0,0,0,0,0,0
AT5G17120,0,0,0,0,0,0
AT5G17130,0,0,0,0,0,0
AT5G17140,0,0,0,0,0,0
AT5G17150,5,0,0,0,0,0
AT5G17160,50,146,87,178,67,55
AT5G17165,2,9,39,99,0,0
AT5G17167,0,0,0,0,0,0
AT5G17170,846,1458,594,243,90,173
AT5G17180,0,0,0,0,0,0
AT5G17190,110,343,259,456,534,234
AT5G17200,0,0,0,97,0,0
AT5G17210,74,80,34,609,115,48
AT5G17220,0,0,1,0,0,0
AT5G17230,1338,1870,493,1854,399,335
AT5G17240,39,100,19,16,1,22
AT5G17250,107,111,75,0,0,68
AT5G17260,83,20,54,20,0,17
AT5G17270,74,183,105,89,8,11
AT5G17290,241,215,155,182,164,90
AT5G17280,158,134,118,141,129,62
AT5G17300,31,82,15,0,0,6
AT5G17305,0,20,6,0,0,0
AT5G17310,107,316,54,377,0,305
AT5G17320,0,0,1,0,0,0
AT5G17330,12,64,18,450,69,39
AT5G17340,0,0,0,0,2,0
AT5G17345,0,0,0,0,2,0
AT5G17350,2,7,0,364,22,5
AT5G17360,6,9,0,105,56,21
AT5G17370,1,62,30,91,35,56
AT5G17380,516,464,180,3091,1296,2419
AT5G17390,0,1,0,180,49,40
AT5G17400,126,124,150,106,34,49
AT5G17410,240,195,107,314,92,89
AT5G17420,404,959,373,1625,376,710
AT5G17430,0,3,0,0,0,0
AT5G17440,169,238,97,92,41,86
AT5G17450,222,193,145,567,49,143
AT5G17460,49,91,26,415,239,234
AT5G17470,0,0,0,5,0,0
AT5G17480,0,0,0,0,0,0
AT5G17490,0,53,15,326,31,9
AT5G17500,15,0,0,0,2,0
AT5G17510,438,338,108,1475,278,295
AT5G17520,137,97,52,93,58,29
AT5G17522,0,0,0,0,0,0
AT5G17523,0,0,0,0,0,0
AT5G17530,421,311,196,130,56,127
AT5G17540,75,32,25,0,0,15
AT5G17550,25,140,114,217,83,54
AT5G17560,209,404,102,852,168,146
AT5G17570,16,37,7,6,3,0
AT5G17580,10,17,51,25,0,14
AT5G17590,0,1,0,0,0,0
AT5G17600,92,99,64,212,41,47
AT5G17610,67,160,122,156,0,18
AT5G17620,97,89,17,0,23,34
AT5G17630,243,421,147,762,124,72
AT5G17640,199,250,173,16,39,40
AT5G17650,33,35,16,836,223,185
AT5G17660,76,93,34,1,45,2
AT5G17670,107,191,101,509,34,67
AT5G17680,2,23,21,37,0,18
AT5G17690,111,225,59,434,64,66
AT5G17700,0,17,0,0,0,0
AT5G17710,618,957,406,466,37,362
AT5G17720,0,1,0,0,0,0
AT5G17730,0,0,0,0,0,0
AT5G17740,0,0,0,0,0,0
AT5G17750,0,1,1,0,0,0
AT5G17760,311,291,120,914,785,389
AT5G17770,743,920,475,3060,750,715
AT5G17780,19,16,26,76,1,24
AT5G17790,221,284,165,111,9,100
AT5G17800,29,1,0,0,0,0
AT5G17810,2,2,0,0,0,2
AT5G17820,16,1,2,7,6,5
AT5G17830,4,14,0,128,0,6
AT5G17840,140,229,50,296,43,41
AT5G17847,0,0,0,0,0,0
AT5G17850,219,172,52,267,159,82
AT5G17860,75,28,0,0,105,182
AT5G17870,707,1159,475,371,127,220
AT5G17880,112,99,55,42,4,126
AT5G17890,225,521,102,967,143,353
AT5G17900,471,368,225,2028,161,306
AT5G17910,805,674,299,3921,1013,994
AT5G17920,8143,12378,5549,10170,4726,3725
AT5G17930,280,377,73,404,240,257
AT5G17950,0,0,0,0,0,0
AT5G17960,0,1,0,0,0,0
AT5G17970,0,0,0,60,16,9
AT5G17980,215,285,3,774,52,121
AT5G17990,410,489,130,4488,998,1451
AT5G18000,8,3,0,152,1,9
AT5G18010,0,0,0,0,0,0
AT5G18020,0,5,0,0,0,0
AT5G18030,0,2,35,0,0,10
AT5G18037,0,0,0,0,0,0
AT5G18040,44,74,8,14,20,20
AT5G18050,0,0,0,0,0,2
AT5G18060,0,9,0,33,0,0
AT5G18065,33,42,9,42,71,19
AT5G18070,133,134,68,216,217,43
AT5G18080,0,2,0,96,0,1
AT5G18090,0,0,0,0,0,0
AT5G18100,121,139,63,40,39,22
AT5G18110,208,308,160,797,307,187
AT5G18120,136,93,28,188,18,82
AT5G18130,284,129,177,932,115,191
AT5G18140,364,300,290,778,336,278
AT5G18150,190,183,220,467,336,239
AT5G18160,0,0,0,0,0,0
AT5G18170,101,138,18,756,203,180
AT5G18180,0,2,0,0,13,0
AT5G18190,539,490,469,759,197,244
AT5G18200,81,129,33,387,145,33
AT5G18210,33,73,41,0,0,8
AT5G18220,0,18,0,0,2,8
AT5G18230,737,870,376,1325,168,308
AT5G18240,732,840,337,845,248,482
AT5G18250,75,67,88,190,17,11
AT5G18260,150,153,45,170,291,80
AT5G18270,32,40,3,466,56,166
AT5G18280,311,287,227,424,37,180
AT5G18290,21,131,68,457,83,38
AT5G18300,6,18,13,0,0,4
AT5G18310,103,232,114,629,198,229
AT5G18320,0,3,1,240,0,0
AT5G18330,0,0,0,0,0,0
AT5G18340,0,6,0,0,0,22
AT5G18350,5,0,1,257,43,35
AT5G18360,22,7,2,0,1,39
AT5G18370,31,74,33,210,42,1
AT5G18380,1542,1852,1474,3383,737,1045
AT5G18390,23,58,68,64,3,117
AT5G18400,116,422,148,3092,553,532
AT5G18403,0,0,0,0,0,0
AT5G18404,0,17,1,0,0,0
AT5G18407,0,0,0,0,0,0
AT5G18410,450,710,353,634,214,180
AT5G18420,123,177,135,198,136,135
AT5G18430,0,0,0,0,0,0
AT5G18440,166,173,33,252,107,41
AT5G18450,0,1,0,0,0,0
AT5G18460,47,131,81,378,118,164
AT5G18470,19,18,17,3208,761,678
AT5G18475,19,29,27,45,189,45
AT5G18480,191,174,59,2095,549,549
AT5G18490,98,180,100,2782,944,972
AT5G18500,384,652,263,696,516,530
AT5G18510,0,0,0,1,34,24
AT5G18520,484,743,349,1109,436,739
AT5G18525,360,339,168,625,151,186
AT5G18540,58,92,59,54,42,8
AT5G18550,307,228,168,234,56,42
AT5G18560,0,0,0,0,0,0
AT5G18570,398,510,320,180,106,121
AT5G18580,336,668,205,301,75,161
AT5G18590,387,335,95,275,42,106
AT5G18600,3391,3537,2029,5560,881,1537
AT5G18610,434,339,282,485,202,201
AT5G18620,556,630,346,898,229,393
AT5G18630,130,185,75,339,70,89
AT5G18636,0,1,1,0,0,0
AT5G18640,390,239,206,485,10,137
AT5G18650,681,1062,527,788,163,577
AT5G18660,1026,883,503,311,194,353
AT5G18661,0,0,0,0,0,0
AT5G18670,127,197,49,203,0,25
AT5G18680,191,285,143,6,97,54
AT5G18690,228,465,147,16,40,40
AT5G18700,91,324,49,343,40,114
AT5G18705,6,29,6,0,0,19
AT5G18710,0,0,1,2,1,0
AT5G18720,0,0,0,0,0,0
AT5G18730,1,1,0,0,0,0
AT5G18735,16,0,0,3,0,0
AT5G18740,15,0,0,3,0,0
AT5G18748,0,0,0,241,0,0
AT5G18750,90,97,28,447,160,181
AT5G18760,77,163,25,117,17,22
AT5G18770,32,49,0,480,0,24
AT5G18780,27,73,45,104,1,60
AT5G18790,19,51,9,3,4,6
AT5G18800,551,572,178,292,220,279
AT5G18810,0,21,0,0,0,23
AT5G18820,13,95,102,292,21,68
AT5G18830,228,414,342,132,123,150
AT5G18840,5,1,0,5,4,6
AT5G18850,55,87,18,73,0,133
AT5G18860,492,698,406,759,28,334
AT5G18870,0,0,0,0,0,0
AT5G18880,0,0,0,43,0,0
AT5G18890,0,0,0,0,0,0
AT5G18900,121,130,195,348,74,84
AT5G18910,0,0,0,1,0,0
AT5G18920,0,40,4,0,5,25
AT5G18930,187,467,202,40,73,34
AT5G18933,0,0,8,0,0,0
AT5G18937,7,20,0,0,0,0
AT5G18940,174,242,78,254,85,36
AT5G18950,71,57,22,811,77,108
AT5G18960,473,449,292,800,18,127
AT5G18970,267,260,181,178,76,77
AT5G18980,156,186,52,353,43,83
AT5G18990,0,0,0,58,0,0
AT5G19000,333,404,129,1041,189,201
AT5G19010,391,583,245,772,152,149
AT5G19020,95,42,0,142,0,3
AT5G19025,63,50,0,102,30,19
AT5G19030,29,52,5,282,0,55
AT5G19040,9,2,0,0,0,0
AT5G19050,77,158,63,255,10,41
AT5G19060,0,21,32,1,7,0
AT5G19070,142,124,66,122,57,25
AT5G19080,72,49,21,18,1,47
AT5G19090,755,965,475,612,146,177
AT5G19100,1,0,0,2,4,1
AT5G19110,0,0,0,38,0,8
AT5G19120,630,1327,486,148,49,183
AT5G19130,156,179,81,312,3,70
AT5G19140,1635,1872,1283,2713,495,611
AT5G19150,1785,1995,1325,2729,517,619
AT5G19151,18,67,32,6,0,0
AT5G19160,132,69,45,1,0,5
AT5G19170,0,2,0,38,0,0
AT5G19172,0,0,0,0,0,0
AT5G19175,0,0,0,0,0,0
AT5G19180,209,314,69,365,78,129
AT5G19190,298,696,275,205,13,51
AT5G19200,41,118,13,4,18,17
AT5G19210,106,218,64,41,21,9
AT5G19220,325,871,399,1641,240,239
AT5G19230,15,1,18,2115,695,712
AT5G19240,84,92,66,2466,837,1016
AT5G19250,535,379,288,3412,850,1106
AT5G19260,367,430,159,1164,173,235
AT5G19270,0,0,0,0,0,0
AT5G19280,177,278,102,21,31,67
AT5G19290,118,232,67,22,62,6
AT5G19300,38,41,62,533,98,155
AT5G19310,275,337,209,149,94,103
AT5G19315,0,0,0,0,0,0
AT5G19320,89,142,7,1245,33,249
AT5G19330,809,949,546,1970,508,385
AT5G19340,0,0,0,0,0,0
AT5G19350,159,200,61,471,168,50
AT5G19360,10,0,0,0,0,0
AT5G19370,322,406,189,162,92,42
AT5G19380,190,250,127,172,32,123
AT5G19390,1113,860,435,904,382,306
AT5G19400,446,676,358,3274,910,618
AT5G19410,0,0,2,0,0,0
AT5G19420,339,195,118,292,114,183
AT5G19430,105,106,26,142,74,75
AT5G19440,350,360,139,3457,775,891
AT5G19450,562,783,347,3074,759,627
AT5G19460,89,119,29,287,24,72
AT5G19470,0,1,0,1,0,0
AT5G19473,0,0,0,0,0,0
AT5G19480,182,369,129,1174,35,180
AT5G19485,122,203,104,278,12,86
AT5G19490,1,7,0,98,0,1
AT5G19500,265,631,374,465,55,153
AT5G19510,1096,1411,763,2241,599,736
AT5G19520,2,0,3,6,1,0
AT5G19530,1289,1882,567,538,133,96
AT5G19540,546,1012,439,914,163,187
AT5G19550,778,783,417,3920,1000,1261
AT5G19560,0,14,2,0,0,0
AT5G19570,58,85,25,4,0,19
AT5G19580,0,4,0,0,0,9
AT5G19590,524,804,300,1625,374,580
AT5G19595,47,8,0,0,0,0
AT5G19600,23,60,2,29,8,51
AT5G19610,3,0,0,1,0,0
AT5G19620,292,429,163,261,42,124
AT5G19630,73,206,24,5,11,47
AT5G19633,0,0,0,0,0,0
AT5G19640,0,0,0,0,1,0
AT5G19650,1,0,0,6,22,0
AT5G19660,210,266,182,174,133,72
AT5G19670,89,95,18,0,7,9
AT5G19675,2,0,9,0,7,0
AT5G19680,170,201,101,341,28,93
AT5G19690,863,1317,391,1836,347,557
AT5G19700,3,0,0,1,0,0
AT5G19710,0,0,0,0,0,0
AT5G19720,0,0,0,0,0,0
AT5G19730,54,119,39,9,16,14
AT5G19740,185,179,88,82,15,32
AT5G19750,105,195,49,60,26,61
AT5G19760,1303,1653,817,1920,336,575
AT5G19770,477,954,392,1802,362,565
AT5G19780,1196,1581,498,1574,466,527
AT5G19790,47,19,0,0,0,1
AT5G19800,1,0,0,0,0,0
AT5G19810,0,4,0,0,0,0
AT5G19820,1176,1602,845,2974,1152,1395
AT5G19830,26,41,0,1,0,2
AT5G19840,20,67,12,8,15,41
AT5G19850,26,99,56,0,2,26
AT5G19855,227,352,113,294,176,95
AT5G19860,437,377,204,982,165,268
AT5G19870,23,69,0,269,32,33
AT5G19875,33,9,55,0,0,4
AT5G19880,0,0,2,0,0,0
AT5G19890,0,0,0,0,0,0
AT5G19900,573,392,246,2446,650,796
AT5G19910,19,72,63,254,4,11
AT5G19920,91,63,108,3,1,37
AT5G19930,60,31,94,27,157,22
AT5G19940,681,749,438,1010,380,376
AT5G19950,117,167,65,66,80,83
AT5G19960,172,187,136,80,35,222
AT5G19970,11,0,13,0,0,0
AT5G19980,176,111,139,312,76,81
AT5G19990,470,563,355,782,243,459
AT5G20000,490,357,163,828,245,223
AT5G20010,1204,1733,801,2209,977,913
AT5G20020,772,1332,565,1659,438,546
AT5G20030,11,12,1,1,0,2
AT5G20040,163,134,34,71,45,17
AT5G20045,0,0,0,0,0,0
AT5G20050,37,41,24,432,170,188
AT5G20060,175,332,48,479,95,125
AT5G20070,217,229,90,246,72,122
AT5G20080,383,576,261,1851,276,320
AT5G20090,176,250,67,751,97,221
AT5G20100,0,0,0,0,0,0
AT5G20110,0,39,0,27,0,0
AT5G20120,101,121,164,54,67,63
AT5G20130,157,172,143,130,48,21
AT5G20140,159,280,133,359,73,93
AT5G20150,55,59,61,186,51,15
AT5G20160,248,577,172,2196,297,524
AT5G20165,91,151,88,345,147,37
AT5G20170,142,173,27,532,6,34
AT5G20180,53,56,24,152,62,6
AT5G20190,570,459,415,2250,888,1010
AT5G20200,139,352,149,800,251,199
AT5G20220,132,178,87,176,0,82
AT5G20230,6,1,12,1744,490,435
AT5G20240,0,23,0,3,0,0
AT5G20250,4067,4881,2242,1172,668,913
AT5G20260,0,11,0,0,0,0
AT5G20270,0,17,0,0,0,0
AT5G20280,678,1210,597,947,178,304
AT5G20290,2665,4123,1450,5394,1416,1483
AT5G20300,240,275,111,92,76,90
AT5G20310,0,0,0,0,0,0
AT5G20320,469,671,329,541,183,159
AT5G20330,0,0,0,0,0,0
AT5G20340,0,0,0,0,0,1
AT5G20350,357,656,222,846,172,404
AT5G20360,655,539,270,976,272,345
AT5G20370,0,0,0,1,0,0
AT5G20380,99,183,122,224,82,68
AT5G20390,0,0,0,0,0,0
AT5G20400,54,15,0,193,3,24
AT5G20410,27,26,24,6,0,17
AT5G20420,34,31,0,89,29,0
AT5G20430,1,0,0,0,0,0
AT5G20440,0,0,0,0,0,2
AT5G20447,0,0,0,0,0,0
AT5G20450,240,114,57,117,0,10
AT5G20460,0,0,0,0,0,0
AT5G20470,0,3,2,2,1,0
AT5G20480,63,92,13,122,1,155
AT5G20490,897,1401,516,2374,643,691
AT5G20500,267,631,248,894,127,198
AT5G20510,102,83,76,106,4,45
AT5G20520,273,387,64,466,410,332
AT5G20540,207,301,223,282,52,134
AT5G20550,0,0,0,3,0,0
AT5G20560,0,4,0,0,0,0
AT5G20570,166,299,89,610,287,181
AT5G20580,138,216,125,107,5,35
AT5G20590,184,123,74,312,72,108
AT5G20600,243,362,130,917,157,382
AT5G20610,453,454,223,1331,393,267
AT5G20620,489,607,306,1364,211,295
AT5G20630,1196,4393,1283,907,192,404
AT5G20635,17,33,12,0,0,2
AT5G20640,4,20,4,0,0,1
AT5G20650,365,410,201,1127,242,156
AT5G20660,310,438,228,708,88,259
AT5G20670,3,32,0,0,0,9
AT5G20680,273,241,24,119,57,37
AT5G20690,0,1,0,1,0,0
AT5G20700,2529,2953,1674,3991,1084,1072
AT5G20710,0,4,0,0,0,0
AT5G20720,1874,2769,896,2492,423,596
AT5G20730,362,673,358,2054,468,506
AT5G20740,0,5,9,0,46,1
AT5G20790,31,15,4,4,9,0
AT5G20810,1,0,0,0,0,0
AT5G20820,27,15,0,0,0,0
AT5G20830,885,955,428,1685,604,487
AT5G20840,464,702,220,330,106,358
AT5G20850,3,32,18,331,49,15
AT5G20860,0,16,2,0,27,0
AT5G20870,11,17,15,7,76,0
AT5G20885,666,556,564,208,30,86
AT5G20890,568,925,356,1189,446,373
AT5G20900,398,595,318,739,371,256
AT5G20910,40,155,108,550,220,181
AT5G20920,523,394,199,989,463,462
AT5G20930,75,201,30,276,79,37
AT5G20935,32,136,37,34,0,0
AT5G20940,14,62,12,2,15,5
AT5G20950,556,905,440,1466,344,435
AT5G20960,44,45,28,313,61,301
AT5G20970,304,467,220,342,87,156
AT5G20980,388,575,263,374,132,237
AT5G20990,450,448,113,1099,172,375
AT5G20995,0,0,0,0,0,0
AT5G21010,87,162,56,320,8,50
AT5G21020,435,866,461,1153,321,267
AT5G21030,0,0,1,0,0,0
AT5G21040,176,302,235,737,83,170
AT5G21050,0,6,0,0,0,0
AT5G21060,65,244,92,284,30,216
AT5G21070,88,63,81,199,4,69
AT5G21080,0,7,0,0,0,9
AT5G21090,903,1270,601,8753,2633,2396
AT5G21100,57,228,61,251,18,36
AT5G21105,1386,1712,791,2775,777,752
AT5G21120,0,0,0,97,0,17
AT5G21125,0,0,0,0,0,0
AT5G21130,0,0,0,0,0,0
AT5G21140,39,33,0,139,39,58
AT5G21150,0,0,0,0,0,0
AT5G21160,1302,1382,474,1324,467,428
AT5G21170,538,804,330,440,148,227
AT5G21222,589,696,350,181,149,230
AT5G21274,300,462,170,532,122,190
AT5G21326,531,456,247,8,37,104
AT5G21430,240,479,346,171,49,144
AT5G21482,403,258,149,19,105,52
AT5G21900,129,69,42,83,22,162
AT5G21910,158,221,75,88,27,45
AT5G21920,250,578,205,280,57,51
AT5G21930,613,854,391,748,29,190
AT5G21940,671,1154,445,1107,226,347
AT5G21950,60,40,82,62,3,2
AT5G21960,1,0,0,89,27,11
AT5G21970,39,99,43,104,33,2
AT5G21280,0,10,0,1,23,11
AT5G21990,410,423,186,1317,136,332
AT5G22000,639,600,341,1724,595,736
AT5G22010,322,353,121,427,252,344
AT5G22020,163,166,64,277,12,48
AT5G22030,309,405,117,447,100,125
AT5G22040,59,132,36,361,43,72
AT5G22050,347,422,147,838,260,134
AT5G22060,504,331,87,5900,1271,1820
AT5G22070,305,212,86,731,82,188
AT5G22080,332,292,180,1161,129,220
AT5G22090,4390,4664,2616,4440,1618,1364
AT5G22100,81,101,8,802,121,134
AT5G22110,17,49,31,420,0,39
AT5G22120,115,149,93,449,6,176
AT5G22130,47,94,35,149,0,1
AT5G22140,142,138,108,231,24,98
AT5G22145,40,31,45,190,0,33
AT5G22150,0,0,0,2,0,0
AT5G22160,0,0,0,0,0,0
AT5G22170,0,0,1,0,0,0
AT5G22180,0,0,1,0,0,0
AT5G22190,0,0,0,0,0,0
AT5G22200,14,2,10,1,0,0
AT5G22210,47,88,8,53,1,3
AT5G22220,62,67,49,141,46,53
AT5G22240,0,33,26,0,0,0
AT5G22250,57,32,6,2524,731,643
AT5G22260,7,0,0,0,0,0
AT5G22270,35,31,2,26,58,140
AT5G22280,144,297,234,1062,241,368
AT5G22290,73,63,7,369,118,106
AT5G22300,31,53,31,2169,570,561
AT5G22310,49,43,1,7,2,3
AT5G22320,154,121,86,454,76,97
AT5G22330,122,249,82,66,176,114
AT5G22340,388,494,235,496,144,152
AT5G22350,155,272,144,1660,272,219
AT5G22355,0,0,0,2,0,14
AT5G22360,171,184,104,308,217,125
AT5G22370,85,105,38,29,1,83
AT5G22380,0,0,0,0,0,60
AT5G22390,395,276,172,21,30,123
AT5G22400,154,157,36,193,25,27
AT5G22410,0,0,0,0,0,0
AT5G22420,0,0,0,0,0,0
AT5G22430,0,0,0,0,0,0
AT5G22440,337,745,179,261,43,161
AT5G22450,537,608,285,2368,404,859
AT5G22460,3,2,0,11,6,2
AT5G22470,0,0,0,0,0,0
AT5G22480,154,158,152,185,167,97
AT5G22490,0,0,0,0,0,0
AT5G22500,5,2,27,4,44,33
AT5G22505,3,0,9,4,0,11
AT5G22510,407,545,213,978,116,538
AT5G22520,0,0,0,2966,660,961
AT5G22530,0,3,2,6983,900,1675
AT5G22540,0,0,0,1642,361,257
AT5G22545,0,1,3,1340,426,432
AT5G22550,8,1,0,0,0,0
AT5G22555,0,0,0,0,0,0
AT5G22560,0,0,1,0,0,0
AT5G22570,4,0,0,29,176,123
AT5G22580,46,329,173,773,212,99
AT5G22590,0,0,0,0,0,0
AT5G22600,0,0,0,0,0,1
AT5G22608,0,20,2,0,0,1
AT5G22610,0,0,0,1,0,0
AT5G22620,201,255,116,709,32,143
AT5G22630,150,282,140,10244,3635,1704
AT5G22640,2016,2425,1224,1436,219,586
AT5G22650,1040,1204,792,4065,860,1375
AT5G22660,0,1,0,0,0,18
AT5G22670,0,1,0,0,0,0
AT5G22680,0,0,0,233,67,66
AT5G22690,25,51,21,1083,122,213
AT5G22700,302,270,152,400,54,84
AT5G22720,0,1,0,0,0,0
AT5G22730,163,179,41,363,123,98
AT5G22740,258,422,196,713,297,97
AT5G22750,162,97,41,65,55,62
AT5G22760,402,458,227,934,66,258
AT5G22765,3,11,6,0,4,10
AT5G22770,395,524,185,598,193,286
AT5G22780,436,443,276,1582,621,548
AT5G22785,0,0,0,0,0,0
AT5G22790,217,143,58,333,31,89
AT5G22791,0,0,0,0,0,0
AT5G22794,75,134,62,8,176,33
AT5G22796,21,30,19,125,25,13
AT5G22799,22,46,23,1,0,16
AT5G22800,594,1029,469,464,212,415
AT5G22810,14,1,0,0,0,2
AT5G22820,65,137,9,28,2,28
AT5G22830,501,714,284,265,90,83
AT5G22840,96,126,125,53,57,35
AT5G22850,314,479,135,524,300,242
AT5G22860,399,666,114,1167,86,88
AT5G22870,29,12,0,0,3,12
AT5G22875,99,173,118,392,23,74
AT5G22880,942,1111,712,409,117,338
AT5G22890,0,0,0,0,0,0
AT5G22900,0,1,0,0,0,0
AT5G22910,0,17,0,0,0,4
